R,G,B,R',G',B',X,Y,Z,L',M',S',L,M,S,L,a,b,,RGB,Min,Max
0.562500,0.812500,0.875000,0.276518,0.625232,0.738845,0.495476,0.559270,0.718198,0.487310,0.563524,0.665997,0.786928,0.825983,0.873288,0.817571,-0.055946,-0.039492,,,,
0.625000,0.812500,0.875000,0.348510,0.625232,0.738845,0.526717,0.574580,0.719477,0.516991,0.578782,0.672356,0.802591,0.833371,0.876058,0.826720,-0.041663,-0.035544,,,,
0.687500,0.812500,0.875000,0.430393,0.625232,0.738845,0.562250,0.591995,0.720931,0.550749,0.596137,0.679589,0.819693,0.841618,0.879189,0.836851,-0.026457,-0.031178,,,,
0.750000,0.812500,0.875000,0.522522,0.625232,0.738845,0.602229,0.611588,0.722567,0.588731,0.615662,0.687726,0.838119,0.850709,0.882684,0.847929,-0.010514,-0.026412,,,,
0.812500,0.812500,0.875000,0.625232,0.625232,0.738845,0.646800,0.633432,0.724390,0.631075,0.637430,0.696799,0.857749,0.860619,0.886548,0.859909,0.005985,-0.021272,,,,
0.875000,0.812500,0.875000,0.738845,0.625232,0.738845,0.696102,0.657594,0.726408,0.677914,0.661509,0.706834,0.878466,0.871322,0.890784,0.872746,0.022876,-0.015784,,,,
0.937500,0.812500,0.875000,0.863669,0.625232,0.738845,0.750270,0.684141,0.728624,0.729375,0.687965,0.717860,0.900154,0.882786,0.895392,0.886389,0.040008,-0.009976,,,,
1.000000,0.812500,0.875000,1.000000,0.625232,0.738845,0.809431,0.713135,0.731045,0.785581,0.716858,0.729902,0.922707,0.894975,0.900371,0.900789,0.057253,-0.003878,,,,
0.000000,0.875000,0.875000,0.000000,0.738845,0.738845,0.418223,0.581712,0.725725,0.434241,0.582255,0.673583,0.757258,0.835034,0.876591,0.818497,-0.135126,-0.035848,,,,
0.062500,0.875000,0.875000,0.005156,0.738845,0.738845,0.420460,0.582809,0.725817,0.436367,0.583347,0.674039,0.758491,0.835556,0.876789,0.819171,-0.133865,-0.035567,,,,
0.125000,0.875000,0.875000,0.014350,0.738845,0.738845,0.424450,0.584764,0.725980,0.440157,0.585296,0.674851,0.760681,0.836486,0.877141,0.820368,-0.131632,-0.035067,,,,
0.187500,0.875000,0.875000,0.029343,0.738845,0.738845,0.430956,0.587953,0.726246,0.446338,0.588474,0.676175,0.764225,0.837997,0.877714,0.822310,-0.128033,-0.034257,,,,
0.250000,0.875000,0.875000,0.050876,0.738845,0.738845,0.440301,0.592532,0.726629,0.455216,0.593037,0.678077,0.769259,0.840157,0.878536,0.825081,-0.122955,-0.033100,,,,
0.312500,0.875000,0.875000,0.079581,0.738845,0.738845,0.452757,0.598637,0.727138,0.467050,0.599121,0.680613,0.775868,0.843021,0.879630,0.828740,-0.116343,-0.031572,,,,
0.375000,0.875000,0.875000,0.116016,0.738845,0.738845,0.468568,0.606386,0.727785,0.482071,0.606843,0.683831,0.784098,0.846627,0.881014,0.833328,-0.108200,-0.029656,,,,
0.437500,0.875000,0.875000,0.160683,0.738845,0.738845,0.487951,0.615885,0.728579,0.500486,0.616310,0.687776,0.793957,0.851007,0.882705,0.838872,-0.098574,-0.027340,,,,
0.500000,0.875000,0.875000,0.214041,0.738845,0.738845,0.511106,0.627233,0.729526,0.522484,0.627618,0.692489,0.805423,0.856180,0.884717,0.845383,-0.087553,-0.024621,,,,
0.562500,0.875000,0.875000,0.276518,0.738845,0.738845,0.538218,0.640520,0.730635,0.548241,0.640860,0.698008,0.818447,0.862160,0.887061,0.852859,-0.075260,-0.021499,,,,
0.625000,0.875000,0.875000,0.348510,0.738845,0.738845,0.569459,0.655831,0.731914,0.577921,0.656118,0.704367,0.832958,0.868948,0.889746,0.861289,-0.061836,-0.017981,,,,
0.687500,0.875000,0.875000,0.430393,0.738845,0.738845,0.604992,0.673245,0.733368,0.611679,0.673472,0.711599,0.848870,0.876543,0.892782,0.870653,-0.047440,-0.014080,,,,
0.750000,0.875000,0.875000,0.522522,0.738845,0.738845,0.644971,0.692839,0.735004,0.649661,0.692997,0.719737,0.866089,0.884933,0.896172,0.880922,-0.032234,-0.009808,,,,
0.812500,0.875000,0.875000,0.625232,0.738845,0.738845,0.689542,0.714682,0.736827,0.692005,0.714766,0.728809,0.884511,0.894104,0.899922,0.892061,-0.016378,-0.005186,,,,
0.875000,0.875000,0.875000,0.738845,0.738845,0.738845,0.738845,0.738845,0.738845,0.738845,0.738845,0.738845,0.904033,0.904033,0.904033,0.904033,-0.000027,-0.000234,,,,
0.937500,0.875000,0.875000,0.863669,0.738845,0.738845,0.793012,0.765391,0.741061,0.790306,0.765300,0.749870,0.924553,0.914697,0.908508,0.916796,0.016676,0.005025,,,,
1.000000,0.875000,0.875000,1.000000,0.738845,0.738845,0.852173,0.794385,0.743482,0.846511,0.794194,0.761912,0.945970,0.926066,0.913345,0.930307,0.033605,0.010567,,,,
0.000000,0.937500,0.875000,0.000000,0.863669,0.738845,0.465183,0.670981,0.739390,0.501184,0.667221,0.708753,0.794327,0.873823,0.891589,0.857021,-0.149251,-0.016657,,,,
0.062500,0.937500,0.875000,0.005156,0.863669,0.738845,0.467421,0.672077,0.739481,0.503310,0.668314,0.709208,0.795448,0.874299,0.891780,0.857634,-0.148105,-0.016409,,,,
0.125000,0.937500,0.875000,0.014350,0.863669,0.738845,0.471410,0.674033,0.739644,0.507100,0.670263,0.710020,0.797440,0.875148,0.892121,0.858726,-0.146073,-0.015969,,,,
0.187500,0.937500,0.875000,0.029343,0.863669,0.738845,0.477917,0.677221,0.739911,0.513281,0.673440,0.711345,0.800667,0.876529,0.892675,0.860499,-0.142794,-0.015253,,,,
0.250000,0.937500,0.875000,0.050876,0.863669,0.738845,0.487261,0.681801,0.740293,0.522159,0.678004,0.713247,0.805256,0.878505,0.893470,0.863029,-0.138156,-0.014230,,,,
0.312500,0.937500,0.875000,0.079581,0.863669,0.738845,0.499718,0.687906,0.740803,0.533993,0.684088,0.715782,0.811295,0.881124,0.894527,0.866375,-0.132100,-0.012879,,,,
0.375000,0.937500,0.875000,0.116016,0.863669,0.738845,0.515528,0.695654,0.741450,0.549014,0.691810,0.719000,0.818831,0.884427,0.895866,0.870577,-0.124611,-0.011181,,,,
0.437500,0.937500,0.875000,0.160683,0.863669,0.738845,0.534911,0.705154,0.742243,0.567429,0.701276,0.722946,0.827886,0.888443,0.897502,0.875662,-0.115718,-0.009126,,,,
0.500000,0.937500,0.875000,0.214041,0.863669,0.738845,0.558066,0.716502,0.743190,0.589427,0.712585,0.727659,0.838449,0.893193,0.899448,0.881647,-0.105485,-0.006708,,,,
0.562500,0.937500,0.875000,0.276518,0.863669,0.738845,0.585178,0.729789,0.744300,0.615184,0.725826,0.733177,0.850488,0.898692,0.901716,0.888535,-0.094005,-0.003927,,,,
0.625000,0.937500,0.875000,0.348510,0.863669,0.738845,0.616419,0.745100,0.745578,0.644864,0.741084,0.739536,0.863952,0.904946,0.904315,0.896321,-0.081392,-0.000786,,,,
0.687500,0.937500,0.875000,0.430393,0.863669,0.738845,0.651952,0.762514,0.747032,0.678622,0.758438,0.746769,0.878772,0.911955,0.907254,0.904991,-0.067779,0.002708,,,,
0.750000,0.937500,0.875000,0.522522,0.863669,0.738845,0.691931,0.782107,0.748668,0.716604,0.777964,0.754907,0.894870,0.919715,0.910537,0.914523,-0.053305,0.006543,,,,
0.812500,0.937500,0.875000,0.625232,0.863669,0.738845,0.736502,0.803951,0.750492,0.758948,0.799732,0.763979,0.912159,0.928214,0.914170,0.924893,-0.038112,0.010705,,,,
0.875000,0.937500,0.875000,0.738845,0.863669,0.738845,0.785805,0.828113,0.752509,0.805788,0.823811,0.774014,0.930551,0.937438,0.918156,0.936067,-0.022341,0.015178,,,,
0.937500,0.937500,0.875000,0.863669,0.863669,0.738845,0.839972,0.854660,0.754725,0.857249,0.850266,0.785040,0.949953,0.947367,0.922495,0.948012,-0.006125,0.019943,,,,
1.000000,0.937500,0.875000,1.000000,0.863669,0.738845,0.899133,0.883654,0.757146,0.913454,0.879160,0.797082,0.970277,0.957979,0.927188,0.960692,0.010415,0.024980,,,,
0.000000,1.000000,0.875000,0.000000,1.000000,0.738845,0.516472,0.768478,0.754313,0.574298,0.760020,0.747164,0.831213,0.912589,0.907414,0.895485,-0.163310,0.001843,,,,
0.062500,1.000000,0.875000,0.005156,1.000000,0.738845,0.518710,0.769575,0.754405,0.576424,0.761113,0.747620,0.832237,0.913026,0.907598,0.896047,-0.162262,0.002062,,,,
0.125000,1.000000,0.875000,0.014350,1.000000,0.738845,0.522699,0.771530,0.754568,0.580214,0.763062,0.748432,0.834058,0.913804,0.907927,0.897046,-0.160405,0.002453,,,,
0.187500,1.000000,0.875000,0.029343,1.000000,0.738845,0.529206,0.774719,0.754835,0.586395,0.766239,0.749756,0.837009,0.915071,0.908462,0.898670,-0.157403,0.003088,,,,
0.250000,1.000000,0.875000,0.050876,1.000000,0.738845,0.538550,0.779298,0.755217,0.595273,0.770803,0.751658,0.841212,0.916884,0.909229,0.900991,-0.153148,0.003995,,,,
0.312500,1.000000,0.875000,0.079581,1.000000,0.738845,0.551007,0.785403,0.755727,0.607107,0.776887,0.754194,0.846750,0.919290,0.910251,0.904061,-0.147577,0.005196,,,,
0.375000,1.000000,0.875000,0.116016,1.000000,0.738845,0.566817,0.793152,0.756374,0.622128,0.784609,0.757412,0.853676,0.922326,0.911543,0.907923,-0.140667,0.006706,,,,
0.437500,1.000000,0.875000,0.160683,1.000000,0.738845,0.586201,0.802651,0.757167,0.640543,0.794075,0.761357,0.862017,0.926020,0.913123,0.912604,-0.132430,0.008536,,,,
0.500000,1.000000,0.875000,0.214041,1.000000,0.738845,0.609355,0.813999,0.758114,0.662541,0.805384,0.766070,0.871775,0.930396,0.915004,0.918122,-0.122910,0.010692,,,,
0.562500,1.000000,0.875000,0.276518,1.000000,0.738845,0.636467,0.827286,0.759224,0.688298,0.818625,0.771589,0.882928,0.935467,0.917196,0.924485,-0.112178,0.013178,,,,
0.625000,1.000000,0.875000,0.348510,1.000000,0.738845,0.667708,0.842597,0.760502,0.717979,0.833883,0.777948,0.895441,0.941243,0.919708,0.931692,-0.100324,0.015991,,,,
0.687500,1.000000,0.875000,0.430393,1.000000,0.738845,0.703241,0.860011,0.761956,0.751737,0.851237,0.785181,0.909261,0.947728,0.922550,0.939735,-0.087459,0.019126,,,,
0.750000,1.000000,0.875000,0.522522,1.000000,0.738845,0.743220,0.879604,0.763592,0.789718,0.870763,0.793318,0.924324,0.954919,0.925726,0.948599,-0.073702,0.022577,,,,
0.812500,1.000000,0.875000,0.625232,1.000000,0.738845,0.787791,0.901448,0.765415,0.832062,0.892531,0.802391,0.940557,0.962811,0.929242,0.958265,-0.059176,0.026331,,,,
0.875000,1.000000,0.875000,0.738845,1.000000,0.738845,0.837094,0.925610,0.767433,0.878902,0.916610,0.812426,0.957885,0.971393,0.933099,0.968706,-0.044006,0.030376,,,,
0.937500,1.000000,0.875000,0.863669,1.000000,0.738845,0.891261,0.952157,0.769649,0.930363,0.943065,0.823452,0.976227,0.980650,0.937302,0.979895,-0.028316,0.034698,,,,
1.000000,1.000000,0.875000,1.000000,1.000000,0.738845,0.950422,0.981151,0.772070,0.986568,0.971959,0.835494,0.995503,0.990564,0.941848,0.991802,-0.012221,0.039281,,,,
0.000000,0.000000,0.937500,0.000000,0.000000,0.863669,0.163959,0.062335,0.753789,0.044420,0.092734,0.544041,0.354154,0.452633,0.816351,0.430427,-0.030847,-0.296897,,,,
0.062500,0.000000,0.937500,0.005156,0.000000,0.863669,0.166196,0.063432,0.753881,0.046545,0.093827,0.544496,0.359715,0.454404,0.816579,0.433002,-0.024046,-0.295551,,,,
0.125000,0.000000,0.937500,0.014350,0.000000,0.863669,0.170186,0.065387,0.754044,0.050336,0.095775,0.545308,0.369226,0.457528,0.816985,0.437481,-0.012639,-0.293187,,,,
0.187500,0.000000,0.937500,0.029343,0.000000,0.863669,0.176693,0.068576,0.754310,0.056517,0.098953,0.546632,0.383760,0.462533,0.817646,0.444509,0.004249,-0.289427,,,,
0.250000,0.000000,0.937500,0.050876,0.000000,0.863669,0.186037,0.073155,0.754692,0.065395,0.103517,0.548535,0.402884,0.469537,0.818593,0.454089,0.025491,-0.284216,,,,
0.312500,0.000000,0.937500,0.079581,0.000000,0.863669,0.198494,0.079260,0.755202,0.077229,0.109600,0.551070,0.425853,0.478561,0.819852,0.466079,0.049572,-0.277576,,,,
0.375000,0.000000,0.937500,0.116016,0.000000,0.863669,0.214304,0.087009,0.755849,0.092250,0.117322,0.554288,0.451844,0.489546,0.821445,0.480260,0.075018,-0.269592,,,,
0.437500,0.000000,0.937500,0.160683,0.000000,0.863669,0.233687,0.096508,0.756642,0.110665,0.126789,0.558234,0.480105,0.502374,0.823390,0.496380,0.100636,-0.260391,,,,
0.500000,0.000000,0.937500,0.214041,0.000000,0.863669,0.256842,0.107856,0.757590,0.132663,0.138098,0.562947,0.510015,0.516887,0.825700,0.514182,0.125589,-0.250126,,,,
0.562500,0.000000,0.937500,0.276518,0.000000,0.863669,0.283954,0.121143,0.758699,0.158420,0.151339,0.568465,0.541090,0.532905,0.828390,0.533424,0.149361,-0.238957,,,,
0.625000,0.000000,0.937500,0.348510,0.000000,0.863669,0.315195,0.136454,0.759977,0.188100,0.166597,0.574824,0.572967,0.550244,0.831467,0.553880,0.171686,-0.227048,,,,
0.687500,0.000000,0.937500,0.430393,0.000000,0.863669,0.350728,0.153868,0.761431,0.221858,0.183951,0.582057,0.605376,0.568723,0.834940,0.575352,0.192473,-0.214553,,,,
0.750000,0.000000,0.937500,0.522522,0.000000,0.863669,0.390707,0.173461,0.763067,0.259840,0.203477,0.590195,0.638119,0.588173,0.838813,0.597662,0.211745,-0.201613,,,,
0.812500,0.000000,0.937500,0.625232,0.000000,0.863669,0.435278,0.195305,0.764891,0.302184,0.225245,0.599267,0.671054,0.608441,0.843089,0.620661,0.229588,-0.188354,,,,
0.875000,0.000000,0.937500,0.738845,0.000000,0.863669,0.484581,0.219468,0.766908,0.349024,0.249324,0.609302,0.704074,0.629392,0.847769,0.644218,0.246124,-0.174884,,,,
0.937500,0.000000,0.937500,0.863669,0.000000,0.863669,0.538748,0.246014,0.769125,0.400485,0.275779,0.620328,0.737104,0.650909,0.852852,0.668225,0.261486,-0.161297,,,,
1.000000,0.000000,0.937500,1.000000,0.000000,0.863669,0.597909,0.275008,0.771546,0.456690,0.304673,0.632370,0.770088,0.672891,0.858335,0.692589,0.275811,-0.147671,,,,
0.000000,0.062500,0.937500,0.000000,0.005156,0.863669,0.165899,0.066022,0.754353,0.047185,0.096243,0.545493,0.361355,0.458272,0.817077,0.436415,-0.029973,-0.292883,,,,
0.062500,0.062500,0.937500,0.005156,0.005156,0.863669,0.168136,0.067119,0.754445,0.049310,0.097336,0.545949,0.366701,0.460000,0.817305,0.438911,-0.023492,-0.291576,,,,
0.125000,0.062500,0.937500,0.014350,0.005156,0.863669,0.172126,0.069074,0.754608,0.053101,0.099285,0.546761,0.375867,0.463049,0.817710,0.443258,-0.012588,-0.289279,,,,
0.187500,0.062500,0.937500,0.029343,0.005156,0.863669,0.178632,0.072263,0.754875,0.059282,0.102462,0.548085,0.389919,0.467938,0.818369,0.450092,0.003631,-0.285623,,,,
0.250000,0.062500,0.937500,0.050876,0.005156,0.863669,0.187976,0.076842,0.755257,0.068160,0.107026,0.549987,0.408484,0.474784,0.819315,0.459429,0.024149,-0.280547,,,,
0.312500,0.062500,0.937500,0.079581,0.005156,0.863669,0.200433,0.082947,0.755767,0.079994,0.113110,0.552523,0.430876,0.483615,0.820572,0.471144,0.047556,-0.274071,,,,
0.375000,0.062500,0.937500,0.116016,0.005156,0.863669,0.216244,0.090696,0.756414,0.095015,0.120832,0.555741,0.456314,0.494379,0.822162,0.485033,0.072444,-0.266273,,,,
0.437500,0.062500,0.937500,0.160683,0.005156,0.863669,0.235627,0.100195,0.757207,0.113429,0.130298,0.559686,0.484071,0.506967,0.824103,0.500856,0.097647,-0.257271,,,,
0.500000,0.062500,0.937500,0.214041,0.005156,0.863669,0.258782,0.111543,0.758154,0.135428,0.141607,0.564399,0.513534,0.521229,0.826410,0.518366,0.122324,-0.247210,,,,
0.562500,0.062500,0.937500,0.276518,0.005156,0.863669,0.285894,0.124830,0.759263,0.161185,0.154848,0.569918,0.544220,0.536993,0.829095,0.537324,0.145941,-0.236246,,,,
0.625000,0.062500,0.937500,0.348510,0.005156,0.863669,0.317135,0.140141,0.760542,0.190865,0.170106,0.576277,0.575761,0.554081,0.832167,0.557510,0.168209,-0.224538,,,,
0.687500,0.062500,0.937500,0.430393,0.005156,0.863669,0.352668,0.157555,0.761996,0.224623,0.187460,0.583510,0.607880,0.572317,0.835634,0.578728,0.189012,-0.212236,,,,
0.750000,0.062500,0.937500,0.522522,0.005156,0.863669,0.392647,0.177149,0.763632,0.262605,0.206986,0.591647,0.640375,0.591535,0.839500,0.600802,0.208350,-0.199479,,,,
0.812500,0.062500,0.937500,0.625232,0.005156,0.863669,0.437218,0.198992,0.765455,0.304949,0.228754,0.600719,0.673094,0.611584,0.843770,0.623582,0.226296,-0.186391,,,,
0.875000,0.062500,0.937500,0.738845,0.005156,0.863669,0.486520,0.223155,0.767473,0.351788,0.252833,0.610755,0.705928,0.632331,0.848442,0.646939,0.242956,-0.173079,,,,
0.937500,0.062500,0.937500,0.863669,0.005156,0.863669,0.540688,0.249701,0.769689,0.403250,0.279288,0.621780,0.738796,0.653659,0.853517,0.670761,0.258456,-0.159639,,,,
1.000000,0.062500,0.937500,1.000000,0.005156,0.863669,0.599849,0.278695,0.772110,0.459455,0.308182,0.633822,0.771639,0.675464,0.858992,0.694956,0.272924,-0.146148,,,,
0.000000,0.125000,0.937500,0.000000,0.014350,0.863669,0.169358,0.072598,0.755360,0.052116,0.102502,0.548084,0.373528,0.467998,0.818369,0.446690,-0.028935,-0.286000,,,,
0.062500,0.125000,0.937500,0.005156,0.014350,0.863669,0.171595,0.073694,0.755452,0.054241,0.103594,0.548539,0.378538,0.469655,0.818595,0.449059,-0.022947,-0.284756,,,,
0.125000,0.125000,0.937500,0.014350,0.014350,0.863669,0.175585,0.075649,0.755615,0.058032,0.105543,0.549351,0.387158,0.472581,0.818999,0.453194,-0.012823,-0.282569,,,,
0.187500,0.125000,0.937500,0.029343,0.014350,0.863669,0.182091,0.078838,0.755881,0.064213,0.108721,0.550676,0.400443,0.477277,0.819657,0.459713,0.002344,-0.279081,,,,
0.250000,0.125000,0.937500,0.050876,0.014350,0.863669,0.191435,0.083418,0.756263,0.073090,0.113284,0.552578,0.418106,0.483864,0.820599,0.468654,0.021707,-0.274229,,,,
0.312500,0.125000,0.937500,0.079581,0.014350,0.863669,0.203892,0.089522,0.756773,0.084925,0.119368,0.555113,0.439553,0.492375,0.821852,0.479917,0.044021,-0.268025,,,,
0.375000,0.125000,0.937500,0.116016,0.014350,0.863669,0.219703,0.097271,0.757420,0.099946,0.127090,0.558331,0.464075,0.502771,0.823438,0.493322,0.067987,-0.260534,,,,
0.437500,0.125000,0.937500,0.160683,0.014350,0.863669,0.239086,0.106770,0.758213,0.118360,0.136557,0.562277,0.490986,0.514957,0.825373,0.508648,0.092491,-0.251864,,,,
0.500000,0.125000,0.937500,0.214041,0.014350,0.863669,0.262241,0.118118,0.759161,0.140358,0.147865,0.566990,0.519692,0.528797,0.827672,0.525663,0.116693,-0.242147,,,,
0.562500,0.125000,0.937500,0.276518,0.014350,0.863669,0.289353,0.131405,0.760270,0.166116,0.161107,0.572508,0.549714,0.544132,0.830349,0.544141,0.140035,-0.231530,,,,
0.625000,0.125000,0.937500,0.348510,0.014350,0.863669,0.320594,0.146716,0.761548,0.195796,0.176365,0.578867,0.580677,0.560795,0.833412,0.563868,0.162189,-0.220163,,,,
0.687500,0.125000,0.937500,0.430393,0.014350,0.863669,0.356127,0.164131,0.763002,0.229554,0.193719,0.586100,0.612296,0.578616,0.836869,0.584652,0.183003,-0.208190,,,,
0.750000,0.125000,0.937500,0.522522,0.014350,0.863669,0.396106,0.183724,0.764638,0.267536,0.213244,0.594238,0.644358,0.597438,0.840724,0.606320,0.202444,-0.195745,,,,
0.812500,0.125000,0.937500,0.625232,0.014350,0.863669,0.440677,0.205567,0.766462,0.309880,0.235013,0.603310,0.676703,0.617112,0.844981,0.628724,0.220555,-0.182950,,,,
0.875000,0.125000,0.937500,0.738845,0.014350,0.863669,0.489979,0.229730,0.768479,0.356719,0.259092,0.613345,0.709211,0.637506,0.849640,0.651732,0.237421,-0.169913,,,,
0.937500,0.125000,0.937500,0.863669,0.014350,0.863669,0.544147,0.256277,0.770696,0.408181,0.285547,0.624371,0.741795,0.658505,0.854701,0.675233,0.253151,-0.156725,,,,
1.000000,0.125000,0.937500,1.000000,0.014350,0.863669,0.603308,0.285271,0.773117,0.464386,0.314441,0.636413,0.774390,0.680006,0.860161,0.699134,0.267861,-0.143467,,,,
0.000000,0.187500,0.937500,0.000000,0.029343,0.863669,0.174998,0.083320,0.757001,0.060156,0.112707,0.552308,0.391827,0.483041,0.820466,0.462471,-0.028332,-0.275446,,,,
0.062500,0.187500,0.937500,0.005156,0.029343,0.863669,0.177236,0.084416,0.757093,0.062282,0.113800,0.552763,0.396388,0.484597,0.820691,0.464665,-0.022987,-0.274293,,,,
0.125000,0.187500,0.937500,0.014350,0.029343,0.863669,0.181225,0.086372,0.757256,0.066072,0.115749,0.553576,0.404272,0.487347,0.821093,0.468505,-0.013893,-0.272261,,,,
0.187500,0.187500,0.937500,0.029343,0.029343,0.863669,0.187732,0.089560,0.757522,0.072254,0.118926,0.554900,0.416505,0.491767,0.821747,0.474584,-0.000136,-0.269013,,,,
0.250000,0.187500,0.937500,0.050876,0.029343,0.863669,0.197076,0.094140,0.757905,0.081131,0.123490,0.556802,0.432908,0.497978,0.822685,0.482962,0.017645,-0.264485,,,,
0.312500,0.187500,0.937500,0.079581,0.029343,0.863669,0.209533,0.100245,0.758414,0.092965,0.129574,0.559337,0.453009,0.506025,0.823932,0.493573,0.038421,-0.258674,,,,
0.375000,0.187500,0.937500,0.116016,0.029343,0.863669,0.225343,0.107993,0.759061,0.107986,0.137296,0.562556,0.476200,0.515884,0.825509,0.506272,0.061057,-0.251631,,,,
0.437500,0.187500,0.937500,0.160683,0.029343,0.863669,0.244726,0.117493,0.759854,0.126401,0.146762,0.566501,0.501861,0.527478,0.827434,0.520865,0.084520,-0.243448,,,,
0.500000,0.187500,0.937500,0.214041,0.029343,0.863669,0.267881,0.128841,0.760802,0.148399,0.158071,0.571214,0.529432,0.540693,0.829723,0.537146,0.107991,-0.234241,,,,
0.562500,0.187500,0.937500,0.276518,0.029343,0.863669,0.294993,0.142128,0.761911,0.174156,0.171312,0.576733,0.558444,0.555387,0.832386,0.554902,0.130885,-0.224142,,,,
0.625000,0.187500,0.937500,0.348510,0.029343,0.863669,0.326234,0.157439,0.763190,0.203837,0.186570,0.583092,0.588519,0.571409,0.835434,0.573934,0.152832,-0.213287,,,,
0.687500,0.187500,0.937500,0.430393,0.029343,0.863669,0.361767,0.174853,0.764644,0.237595,0.203924,0.590324,0.619363,0.588604,0.838874,0.594057,0.173629,-0.201811,,,,
0.750000,0.187500,0.937500,0.522522,0.029343,0.863669,0.401746,0.194446,0.766279,0.275576,0.223450,0.598462,0.650750,0.606820,0.842711,0.615104,0.193195,-0.189842,,,,
0.812500,0.187500,0.937500,0.625232,0.029343,0.863669,0.446317,0.216290,0.768103,0.317921,0.245218,0.607534,0.682506,0.625918,0.846948,0.636926,0.211532,-0.177498,,,,
0.875000,0.187500,0.937500,0.738845,0.029343,0.863669,0.495620,0.240452,0.770121,0.364760,0.269297,0.617570,0.714500,0.645769,0.851586,0.659394,0.228692,-0.164882,,,,
0.937500,0.187500,0.937500,0.863669,0.029343,0.863669,0.549787,0.266999,0.772337,0.416221,0.295752,0.628595,0.746635,0.666258,0.856624,0.682397,0.244759,-0.152086,,,,
1.000000,0.187500,0.937500,1.000000,0.029343,0.863669,0.608948,0.295993,0.774758,0.472427,0.324646,0.640637,0.778834,0.687285,0.862060,0.705838,0.259829,-0.139190,,,,
0.000000,0.250000,0.937500,0.000000,0.050876,0.863669,0.183099,0.098719,0.759358,0.071705,0.127365,0.558375,0.415447,0.503133,0.823459,0.483376,-0.029061,-0.261528,,,,
0.062500,0.250000,0.937500,0.005156,0.050876,0.863669,0.185337,0.099816,0.759450,0.073830,0.128457,0.558831,0.419512,0.504568,0.823683,0.485369,-0.024405,-0.260481,,,,
0.125000,0.250000,0.937500,0.014350,0.050876,0.863669,0.189326,0.101771,0.759613,0.077621,0.130406,0.559643,0.426572,0.507106,0.824082,0.488867,-0.016427,-0.258633,,,,
0.187500,0.250000,0.937500,0.029343,0.050876,0.863669,0.195833,0.104960,0.759879,0.083802,0.133584,0.560967,0.437607,0.511192,0.824731,0.494430,-0.004231,-0.255675,,,,
0.250000,0.250000,0.937500,0.050876,0.050876,0.863669,0.205177,0.109539,0.760262,0.092679,0.138147,0.562869,0.452544,0.516949,0.825662,0.502138,0.011752,-0.251535,,,,
0.312500,0.250000,0.937500,0.079581,0.050876,0.863669,0.217634,0.115644,0.760772,0.104514,0.144231,0.565405,0.471040,0.524428,0.826900,0.511961,0.030726,-0.246202,,,,
0.375000,0.250000,0.937500,0.116016,0.050876,0.863669,0.233444,0.123393,0.761418,0.119535,0.151953,0.568623,0.492604,0.533625,0.828466,0.523792,0.051747,-0.239711,,,,
0.437500,0.250000,0.937500,0.160683,0.050876,0.863669,0.252827,0.132892,0.762212,0.137949,0.161420,0.572568,0.516702,0.544484,0.830378,0.537473,0.073898,-0.232133,,,,
0.500000,0.250000,0.937500,0.214041,0.050876,0.863669,0.275982,0.144240,0.763159,0.159947,0.172728,0.577281,0.542824,0.556914,0.832650,0.552825,0.096403,-0.223565,,,,
0.562500,0.250000,0.937500,0.276518,0.050876,0.863669,0.303094,0.157527,0.764268,0.185705,0.185970,0.582800,0.570524,0.570796,0.835295,0.569661,0.118668,-0.214120,,,,
0.625000,0.250000,0.937500,0.348510,0.050876,0.863669,0.334335,0.172838,0.765547,0.215385,0.201228,0.589159,0.599430,0.585998,0.838322,0.587796,0.140284,-0.203921,,,,
0.687500,0.250000,0.937500,0.430393,0.050876,0.863669,0.369868,0.190252,0.767001,0.249143,0.218582,0.596391,0.629240,0.602381,0.841738,0.607058,0.160994,-0.193087,,,,
0.750000,0.250000,0.937500,0.522522,0.050876,0.863669,0.409847,0.209846,0.768637,0.287125,0.238107,0.604529,0.659716,0.619809,0.845550,0.627287,0.180664,-0.181739,,,,
0.812500,0.250000,0.937500,0.625232,0.050876,0.863669,0.454418,0.231689,0.770460,0.329469,0.259876,0.613601,0.690671,0.638149,0.849758,0.648339,0.199246,-0.169986,,,,
0.875000,0.250000,0.937500,0.738845,0.050876,0.863669,0.503721,0.255852,0.772478,0.376308,0.283955,0.623637,0.721962,0.657279,0.854366,0.670088,0.216751,-0.157927,,,,
0.937500,0.250000,0.937500,0.863669,0.050876,0.863669,0.557888,0.282398,0.774694,0.427770,0.310410,0.634662,0.753477,0.677088,0.859371,0.692421,0.233230,-0.145654,,,,
1.000000,0.250000,0.937500,1.000000,0.050876,0.863669,0.617049,0.311392,0.777115,0.483975,0.339304,0.646704,0.785129,0.697476,0.864773,0.715240,0.248751,-0.133244,,,,
0.000000,0.312500,0.937500,0.000000,0.079581,0.863669,0.193898,0.119248,0.762501,0.087099,0.146904,0.566463,0.443273,0.527648,0.827416,0.508671,-0.031780,-0.244818,,,,
0.062500,0.312500,0.937500,0.005156,0.079581,0.863669,0.196136,0.120345,0.762592,0.089225,0.147997,0.566918,0.446850,0.528953,0.827638,0.510459,-0.027775,-0.243883,,,,
