R,G,B,R',G',B',X,Y,Z,L',M',S',L,M,S,L,a,b,,RGB,Min,Max
0.125000,1.000000,0.000000,0.014350,1.000000,0.000000,0.382437,0.718204,0.109723,0.542214,0.683730,0.283020,0.815437,0.880971,0.656557,0.868094,-0.230798,0.179614,,,,
0.187500,1.000000,0.000000,0.029343,1.000000,0.000000,0.388943,0.721393,0.109989,0.548395,0.686908,0.284345,0.818524,0.882334,0.657580,0.869821,-0.227541,0.179933,,,,
0.250000,1.000000,0.000000,0.050876,1.000000,0.000000,0.398287,0.725972,0.110371,0.557273,0.691472,0.286247,0.822917,0.884283,0.659043,0.872287,-0.222928,0.180390,,,,
0.312500,1.000000,0.000000,0.079581,1.000000,0.000000,0.410744,0.732077,0.110881,0.569107,0.697555,0.288782,0.828701,0.886869,0.660983,0.875548,-0.216892,0.180994,,,,
0.375000,1.000000,0.000000,0.116016,1.000000,0.000000,0.426555,0.739826,0.111528,0.584128,0.705277,0.292000,0.835929,0.890130,0.663429,0.879647,-0.209413,0.181755,,,,
0.437500,1.000000,0.000000,0.160683,1.000000,0.000000,0.445938,0.749325,0.112321,0.602543,0.714744,0.295946,0.844623,0.894095,0.666404,0.884611,-0.200507,0.182678,,,,
0.500000,1.000000,0.000000,0.214041,1.000000,0.000000,0.469093,0.760673,0.113269,0.624541,0.726053,0.300659,0.854779,0.898785,0.669923,0.890457,-0.190226,0.183766,,,,
0.562500,1.000000,0.000000,0.276518,1.000000,0.000000,0.496205,0.773960,0.114378,0.650298,0.739294,0.306177,0.866372,0.904216,0.673997,0.897190,-0.178650,0.185022,,,,
0.625000,1.000000,0.000000,0.348510,1.000000,0.000000,0.527446,0.789271,0.115656,0.679979,0.754552,0.312536,0.879357,0.910395,0.678631,0.904807,-0.165883,0.186446,,,,
0.687500,1.000000,0.000000,0.430393,1.000000,0.000000,0.562979,0.806685,0.117110,0.713737,0.771906,0.319769,0.893674,0.917321,0.683826,0.913296,-0.152045,0.188036,,,,
0.750000,1.000000,0.000000,0.522522,1.000000,0.000000,0.602958,0.826278,0.118746,0.751718,0.791432,0.327907,0.909254,0.924992,0.689578,0.922638,-0.137267,0.189791,,,,
0.812500,1.000000,0.000000,0.625232,1.000000,0.000000,0.647529,0.848122,0.120570,0.794063,0.813200,0.336979,0.926015,0.933396,0.695880,0.932810,-0.121685,0.191705,,,,
0.875000,1.000000,0.000000,0.738845,1.000000,0.000000,0.696831,0.872284,0.122587,0.840902,0.837279,0.347014,0.943876,0.942519,0.702720,0.943781,-0.105432,0.193776,,,,
0.937500,1.000000,0.000000,0.863669,1.000000,0.000000,0.750999,0.898831,0.124804,0.892363,0.863734,0.358040,0.962751,0.952343,0.710085,0.955520,-0.088640,0.195997,,,,
1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.810160,0.927825,0.127225,0.948568,0.892628,0.370082,0.982554,0.962846,0.717958,0.967990,-0.071432,0.198363,,,,
0.000000,0.000000,0.062500,0.000000,0.000000,0.005156,0.000979,0.000372,0.004500,0.000265,0.000554,0.003248,0.064245,0.082109,0.148089,0.078081,-0.005596,-0.053858,,,,
0.062500,0.000000,0.062500,0.005156,0.000000,0.005156,0.003216,0.001469,0.004591,0.002391,0.001646,0.003703,0.133713,0.118077,0.154710,0.121218,0.047435,-0.029260,,,,
0.125000,0.000000,0.062500,0.014350,0.000000,0.005156,0.007206,0.003424,0.004755,0.006181,0.003595,0.004515,0.183523,0.153189,0.165282,0.159523,0.065443,-0.009036,,,,
0.187500,0.000000,0.062500,0.029343,0.000000,0.005156,0.013712,0.006613,0.005021,0.012362,0.006772,0.005839,0.231224,0.189198,0.180077,0.198079,0.079006,0.008418,,,,
0.250000,0.000000,0.062500,0.050876,0.000000,0.005156,0.023056,0.011192,0.005403,0.021240,0.011336,0.007741,0.276939,0.224641,0.197822,0.235756,0.091343,0.022992,,,,
0.312500,0.000000,0.062500,0.079581,0.000000,0.005156,0.035513,0.017297,0.005913,0.033074,0.017420,0.010277,0.320994,0.259228,0.217415,0.272396,0.103308,0.035358,,,,
0.375000,0.000000,0.062500,0.116016,0.000000,0.005156,0.051324,0.025046,0.006560,0.048095,0.025142,0.013495,0.363664,0.292954,0.238082,0.308058,0.115113,0.046144,,,,
0.437500,0.000000,0.062500,0.160683,0.000000,0.005156,0.070707,0.034545,0.007353,0.066510,0.034608,0.017441,0.405162,0.325882,0.259331,0.342837,0.126796,0.055806,,,,
0.500000,0.000000,0.062500,0.214041,0.000000,0.005156,0.093862,0.045893,0.008300,0.088508,0.045917,0.022154,0.445650,0.358090,0.280855,0.376830,0.138359,0.064654,,,,
0.562500,0.000000,0.062500,0.276518,0.000000,0.005156,0.120974,0.059180,0.009410,0.114265,0.059158,0.027672,0.485256,0.389648,0.302469,0.410123,0.149794,0.072899,,,,
0.625000,0.000000,0.062500,0.348510,0.000000,0.005156,0.152215,0.074491,0.010688,0.143946,0.074416,0.034031,0.524082,0.420620,0.324060,0.442786,0.161098,0.080683,,,,
0.687500,0.000000,0.062500,0.430393,0.000000,0.005156,0.187748,0.091905,0.012142,0.177704,0.091771,0.041264,0.562210,0.451060,0.345560,0.474880,0.172272,0.088107,,,,
0.750000,0.000000,0.062500,0.522522,0.000000,0.005156,0.227727,0.111498,0.013778,0.215685,0.111296,0.049402,0.599708,0.481017,0.366927,0.506459,0.183316,0.095242,,,,
0.812500,0.000000,0.062500,0.625232,0.000000,0.005156,0.272298,0.133342,0.015602,0.258029,0.133064,0.058474,0.636634,0.510529,0.388139,0.537565,0.194235,0.102142,,,,
0.875000,0.000000,0.062500,0.738845,0.000000,0.005156,0.321600,0.157504,0.017619,0.304869,0.157144,0.068509,0.673035,0.539633,0.409182,0.568238,0.205033,0.108844,,,,
0.937500,0.000000,0.062500,0.863669,0.000000,0.005156,0.375768,0.184051,0.019836,0.356330,0.183599,0.079535,0.708953,0.568360,0.430050,0.598509,0.215715,0.115380,,,,
1.000000,0.000000,0.062500,1.000000,0.000000,0.005156,0.434929,0.213045,0.022256,0.412535,0.212492,0.091577,0.744424,0.596735,0.450743,0.628409,0.226286,0.121771,,,,
0.000000,0.062500,0.062500,0.000000,0.005156,0.005156,0.002918,0.004059,0.005064,0.003030,0.004063,0.004700,0.144706,0.159569,0.167510,0.156409,-0.025822,-0.006850,,,,
0.062500,0.062500,0.062500,0.005156,0.005156,0.005156,0.005156,0.005156,0.005156,0.005156,0.005156,0.005156,0.172754,0.172754,0.172754,0.172754,-0.000005,-0.000045,,,,
0.125000,0.062500,0.062500,0.014350,0.005156,0.005156,0.009145,0.007111,0.005319,0.008946,0.007104,0.005968,0.207593,0.192238,0.181386,0.195514,0.025472,0.009127,,,,
0.187500,0.062500,0.062500,0.029343,0.005156,0.005156,0.015652,0.010300,0.005585,0.015127,0.010282,0.007292,0.247317,0.217449,0.193918,0.223830,0.048462,0.019753,,,,
0.250000,0.062500,0.062500,0.050876,0.005156,0.005156,0.024996,0.014879,0.005968,0.024005,0.014846,0.009194,0.288469,0.245772,0.209493,0.254905,0.068089,0.030390,,,,
0.312500,0.062500,0.062500,0.079581,0.005156,0.005156,0.037453,0.020984,0.006477,0.035839,0.020929,0.011730,0.329700,0.275583,0.227210,0.287168,0.085225,0.040461,,,,
0.375000,0.062500,0.062500,0.116016,0.005156,0.005156,0.053264,0.028733,0.007124,0.050860,0.028651,0.014948,0.370504,0.305995,0.246335,0.319813,0.100688,0.049854,,,,
0.437500,0.062500,0.062500,0.160683,0.005156,0.005156,0.072647,0.038232,0.007917,0.069275,0.038118,0.018893,0.410700,0.336545,0.266339,0.352436,0.115015,0.058626,,,,
0.500000,0.062500,0.062500,0.214041,0.005156,0.005156,0.095802,0.049580,0.008865,0.091273,0.049427,0.023606,0.450243,0.366990,0.286864,0.384836,0.128537,0.066879,,,,
0.562500,0.062500,0.062500,0.276518,0.005156,0.005156,0.122913,0.062867,0.009974,0.117030,0.062668,0.029125,0.489139,0.397205,0.307672,0.416916,0.141464,0.074706,,,,
0.625000,0.062500,0.062500,0.348510,0.005156,0.005156,0.154154,0.078178,0.011252,0.146711,0.077926,0.035484,0.527417,0.427130,0.328607,0.448636,0.153930,0.082187,,,,
0.687500,0.062500,0.062500,0.430393,0.005156,0.005156,0.189688,0.095592,0.012706,0.180469,0.095280,0.042717,0.565111,0.456738,0.349568,0.479981,0.166026,0.089384,,,,
0.750000,0.062500,0.062500,0.522522,0.005156,0.005156,0.229667,0.115185,0.014342,0.218450,0.114806,0.050854,0.602260,0.486020,0.370489,0.510952,0.177817,0.096344,,,,
0.812500,0.062500,0.062500,0.625232,0.005156,0.005156,0.274238,0.137029,0.016166,0.260794,0.136574,0.059926,0.638900,0.514979,0.391327,0.541560,0.189348,0.103105,,,,
0.875000,0.062500,0.062500,0.738845,0.005156,0.005156,0.323540,0.161191,0.018183,0.307634,0.160653,0.069962,0.675064,0.543621,0.412054,0.571818,0.200656,0.109695,,,,
0.937500,0.062500,0.062500,0.863669,0.005156,0.005156,0.377707,0.187738,0.020400,0.359095,0.187108,0.080987,0.710782,0.571958,0.432653,0.601739,0.211767,0.116139,,,,
1.000000,0.062500,0.062500,1.000000,0.005156,0.005156,0.436868,0.216732,0.022821,0.415300,0.216002,0.093029,0.746083,0.600002,0.453113,0.631341,0.222702,0.122454,,,,
0.000000,0.125000,0.062500,0.000000,0.014350,0.005156,0.006377,0.010634,0.006071,0.007961,0.010321,0.007291,0.199674,0.217727,0.193906,0.214025,-0.046450,0.018746,,,,
0.062500,0.125000,0.062500,0.005156,0.014350,0.005156,0.008615,0.011731,0.006162,0.010087,0.011414,0.007746,0.216063,0.225154,0.197862,0.223352,-0.030290,0.021784,,,,
0.125000,0.125000,0.062500,0.014350,0.014350,0.005156,0.012604,0.013686,0.006325,0.013877,0.013363,0.008558,0.240306,0.237300,0.204548,0.238066,-0.008824,0.026511,,,,
0.187500,0.125000,0.062500,0.029343,0.014350,0.005156,0.019111,0.016875,0.006592,0.020058,0.016540,0.009883,0.271705,0.254789,0.214597,0.258512,0.015332,0.032886,,,,
0.250000,0.125000,0.062500,0.050876,0.014350,0.005156,0.028455,0.021454,0.006974,0.028936,0.021104,0.011785,0.307004,0.276347,0.227565,0.282997,0.038639,0.040185,,,,
0.312500,0.125000,0.062500,0.079581,0.014350,0.005156,0.040912,0.027559,0.007484,0.040770,0.027188,0.014320,0.344176,0.300694,0.242837,0.310080,0.059914,0.047851,,,,
0.375000,0.125000,0.062500,0.116016,0.014350,0.005156,0.056723,0.035308,0.008131,0.055791,0.034910,0.017538,0.382110,0.326825,0.259814,0.338732,0.079131,0.055556,,,,
0.437500,0.125000,0.062500,0.160683,0.014350,0.005156,0.076106,0.044807,0.008924,0.074206,0.044376,0.021484,0.420222,0.354038,0.277995,0.368276,0.096616,0.063138,,,,
0.500000,0.125000,0.062500,0.214041,0.014350,0.005156,0.099260,0.056155,0.009871,0.096204,0.055685,0.026197,0.458209,0.381868,0.296995,0.398279,0.112726,0.070536,,,,
0.562500,0.125000,0.062500,0.276518,0.014350,0.005156,0.126372,0.069442,0.010981,0.121961,0.068926,0.031715,0.495915,0.410010,0.316536,0.428469,0.127761,0.077735,,,,
0.625000,0.125000,0.062500,0.348510,0.014350,0.005156,0.157613,0.084753,0.012259,0.151641,0.084184,0.038074,0.533260,0.438272,0.336417,0.458676,0.141950,0.084743,,,,
0.687500,0.125000,0.062500,0.430393,0.014350,0.005156,0.193147,0.102167,0.013713,0.185399,0.101538,0.045307,0.570212,0.466527,0.356497,0.488795,0.155464,0.091574,,,,
0.750000,0.125000,0.062500,0.522522,0.014350,0.005156,0.233126,0.121761,0.015349,0.223381,0.121064,0.053445,0.606758,0.494696,0.376676,0.518759,0.168431,0.098247,,,,
0.812500,0.125000,0.062500,0.625232,0.014350,0.005156,0.277696,0.143604,0.017173,0.265725,0.142832,0.062517,0.642901,0.522728,0.396886,0.548529,0.180949,0.104777,,,,
0.875000,0.125000,0.062500,0.738845,0.014350,0.005156,0.326999,0.167767,0.019190,0.312565,0.166911,0.072552,0.678651,0.550590,0.417078,0.578083,0.193090,0.111179,,,,
0.937500,0.125000,0.062500,0.863669,0.014350,0.005156,0.381166,0.194313,0.021406,0.364026,0.193366,0.083578,0.714021,0.578265,0.437217,0.607408,0.204912,0.117467,,,,
1.000000,0.125000,0.062500,1.000000,0.014350,0.005156,0.440327,0.223307,0.023827,0.420231,0.222260,0.095620,0.749025,0.605741,0.457281,0.636498,0.216458,0.123652,,,,
0.000000,0.187500,0.062500,0.000000,0.029343,0.005156,0.012018,0.021357,0.007712,0.016002,0.020527,0.011515,0.251993,0.273805,0.225816,0.269410,-0.064780,0.038184,,,,
0.062500,0.187500,0.062500,0.005156,0.029343,0.005156,0.014255,0.022453,0.007803,0.018127,0.021620,0.011970,0.262690,0.278580,0.228755,0.275439,-0.053894,0.039822,,,,
0.125000,0.187500,0.062500,0.014350,0.029343,0.005156,0.018245,0.024409,0.007967,0.021918,0.023568,0.012783,0.279854,0.286710,0.233815,0.285482,-0.037410,0.042537,,,,
0.187500,0.187500,0.062500,0.029343,0.029343,0.005156,0.024751,0.027597,0.008233,0.028099,0.026746,0.014107,0.304016,0.299056,0.241626,0.300333,-0.016084,0.046509,,,,
0.250000,0.187500,0.062500,0.050876,0.029343,0.005156,0.034095,0.032177,0.008615,0.036976,0.031310,0.016009,0.333151,0.315180,0.252031,0.319219,0.007070,0.051468,,,,
0.312500,0.187500,0.062500,0.079581,0.029343,0.005156,0.046552,0.038282,0.009125,0.048811,0.037393,0.018544,0.365459,0.334399,0.264690,0.341219,0.030001,0.057109,,,,
0.375000,0.187500,0.062500,0.116016,0.029343,0.005156,0.062363,0.046030,0.009772,0.063832,0.045115,0.021763,0.399649,0.355993,0.279193,0.365493,0.051718,0.063166,,,,
0.437500,0.187500,0.062500,0.160683,0.029343,0.005156,0.081746,0.055530,0.010565,0.082246,0.054582,0.025708,0.434883,0.379329,0.295137,0.391363,0.071917,0.069448,,,,
0.500000,0.187500,0.062500,0.214041,0.029343,0.005156,0.104901,0.066877,0.011512,0.104244,0.065891,0.030421,0.470635,0.403901,0.312171,0.418318,0.090633,0.075829,,,,
0.562500,0.187500,0.062500,0.276518,0.029343,0.005156,0.132013,0.080165,0.012622,0.130002,0.079132,0.035940,0.506582,0.429322,0.330008,0.445985,0.108030,0.082230,,,,
0.625000,0.187500,0.062500,0.348510,0.029343,0.005156,0.163254,0.095475,0.013900,0.159682,0.094390,0.042299,0.542524,0.455311,0.348425,0.474099,0.124302,0.088607,,,,
0.687500,0.187500,0.062500,0.430393,0.029343,0.005156,0.198787,0.112890,0.015354,0.193440,0.111744,0.049531,0.578339,0.481661,0.367249,0.502472,0.139630,0.094933,,,,
0.750000,0.187500,0.062500,0.522522,0.029343,0.005156,0.238766,0.132483,0.016990,0.231422,0.131270,0.057669,0.613952,0.508223,0.386350,0.530969,0.154168,0.101197,,,,
0.812500,0.187500,0.062500,0.625232,0.029343,0.005156,0.283337,0.154326,0.018814,0.273766,0.153038,0.066741,0.649322,0.534892,0.405631,0.559499,0.168046,0.107391,,,,
0.875000,0.187500,0.062500,0.738845,0.029343,0.005156,0.332639,0.178489,0.020831,0.320605,0.177117,0.076777,0.684421,0.561591,0.425020,0.587995,0.181367,0.113515,,,,
0.937500,0.187500,0.062500,0.863669,0.029343,0.005156,0.386807,0.205036,0.023048,0.372067,0.203572,0.087802,0.719240,0.588265,0.444463,0.616413,0.194215,0.119569,,,,
1.000000,0.187500,0.062500,1.000000,0.029343,0.005156,0.445968,0.234030,0.025468,0.428272,0.232466,0.099844,0.753772,0.614874,0.463918,0.644719,0.206658,0.125555,,,,
0.000000,0.250000,0.062500,0.000000,0.050876,0.005156,0.020119,0.036756,0.010069,0.027550,0.035184,0.017582,0.302023,0.327680,0.260030,0.322556,-0.081249,0.053976,,,,
0.062500,0.250000,0.062500,0.005156,0.050876,0.005156,0.022356,0.037853,0.010161,0.029675,0.036277,0.018038,0.309599,0.331038,0.262256,0.326806,-0.073416,0.055000,,,,
0.125000,0.250000,0.062500,0.014350,0.050876,0.005156,0.026346,0.039808,0.010324,0.033466,0.038226,0.018850,0.322256,0.336862,0.266134,0.334076,-0.060778,0.056749,,,,
0.187500,0.250000,0.062500,0.029343,0.050876,0.005156,0.032852,0.042997,0.010590,0.039647,0.041403,0.020174,0.340986,0.345949,0.272226,0.345205,-0.043055,0.059419,,,,
0.250000,0.250000,0.062500,0.050876,0.050876,0.005156,0.042197,0.047576,0.010972,0.048525,0.045967,0.022076,0.364743,0.358219,0.280526,0.359908,-0.022127,0.062926,,,,
0.312500,0.250000,0.062500,0.079581,0.050876,0.005156,0.054653,0.053681,0.011482,0.060359,0.052051,0.024611,0.392266,0.373373,0.290879,0.377684,0.000174,0.067126,,,,
0.375000,0.250000,0.062500,0.116016,0.050876,0.005156,0.070464,0.061430,0.012129,0.075380,0.059773,0.027830,0.422427,0.390992,0.303042,0.397965,0.022520,0.071860,,,,
0.437500,0.250000,0.062500,0.160683,0.050876,0.005156,0.089847,0.070929,0.012922,0.093795,0.069239,0.031775,0.454352,0.410630,0.316735,0.420213,0.044141,0.076983,,,,
0.500000,0.250000,0.062500,0.214041,0.050876,0.005156,0.113002,0.082277,0.013870,0.115793,0.080548,0.036488,0.487409,0.431869,0.331679,0.443965,0.064679,0.082375,,,,
0.562500,0.250000,0.062500,0.276518,0.050876,0.005156,0.140114,0.095564,0.014979,0.141550,0.093789,0.042007,0.521159,0.454343,0.347621,0.468839,0.084033,0.087946,,,,
0.625000,0.250000,0.062500,0.348510,0.050876,0.005156,0.171355,0.110875,0.016257,0.171230,0.109047,0.048366,0.555299,0.477755,0.364345,0.494535,0.102239,0.093628,,,,
0.687500,0.250000,0.062500,0.430393,0.050876,0.005156,0.206888,0.128289,0.017711,0.204988,0.126401,0.055598,0.589626,0.501862,0.381670,0.520820,0.119394,0.099373,,,,
0.750000,0.250000,0.062500,0.522522,0.050876,0.005156,0.246867,0.147882,0.019347,0.242970,0.145927,0.063736,0.623999,0.526476,0.399449,0.547516,0.135615,0.105148,,,,
0.812500,0.250000,0.062500,0.625232,0.050876,0.005156,0.291438,0.169726,0.021171,0.285314,0.167695,0.072808,0.658326,0.551451,0.417568,0.574487,0.151021,0.110930,,,,
0.875000,0.250000,0.062500,0.738845,0.050876,0.005156,0.340740,0.193888,0.023188,0.332154,0.191774,0.082844,0.692542,0.576674,0.435933,0.601630,0.165717,0.116704,,,,
0.937500,0.250000,0.062500,0.863669,0.050876,0.005156,0.394908,0.220435,0.025405,0.383615,0.218229,0.093869,0.726605,0.602057,0.454473,0.628868,0.179798,0.122459,,,,
1.000000,0.250000,0.062500,1.000000,0.050876,0.005156,0.454069,0.249429,0.027826,0.439820,0.247123,0.105911,0.760487,0.627535,0.473130,0.656142,0.193345,0.128187,,,,
0.000000,0.312500,0.062500,0.000000,0.079581,0.005156,0.030918,0.057285,0.013211,0.042945,0.054724,0.025670,0.350189,0.379658,0.294991,0.373801,-0.096459,0.067630,,,,
0.062500,0.312500,0.062500,0.005156,0.079581,0.005156,0.033155,0.058381,0.013303,0.045070,0.055816,0.026125,0.355874,0.382168,0.296725,0.376982,-0.090530,0.068339,,,,
0.125000,0.312500,0.062500,0.014350,0.079581,0.005156,0.037145,0.060337,0.013466,0.048861,0.057765,0.026937,0.365583,0.386564,0.299768,0.382502,-0.080633,0.069570,,,,
0.187500,0.312500,0.062500,0.029343,0.079581,0.005156,0.043651,0.063525,0.013732,0.055042,0.060943,0.028262,0.380391,0.393526,0.304602,0.391124,-0.066073,0.071493,,,,
0.250000,0.312500,0.062500,0.050876,0.079581,0.005156,0.052996,0.068105,0.014115,0.063919,0.065506,0.030164,0.399832,0.403114,0.311288,0.402797,-0.047895,0.074094,,,,
0.312500,0.312500,0.062500,0.079581,0.079581,0.005156,0.065452,0.074210,0.014624,0.075754,0.071590,0.032699,0.423124,0.415226,0.319776,0.417277,-0.027415,0.077311,,,,
0.375000,0.312500,0.062500,0.116016,0.079581,0.005156,0.081263,0.081958,0.015271,0.090775,0.079312,0.035918,0.449422,0.429648,0.329940,0.434216,-0.005846,0.081060,,,,
0.437500,0.312500,0.062500,0.160683,0.079581,0.005156,0.100646,0.091458,0.016065,0.109189,0.088779,0.039863,0.477962,0.446104,0.341604,0.453234,0.015894,0.085245,,,,
0.500000,0.312500,0.062500,0.214041,0.079581,0.005156,0.123801,0.102806,0.017012,0.131187,0.100087,0.044576,0.508117,0.464294,0.354569,0.473963,0.037204,0.089777,,,,
0.562500,0.312500,0.062500,0.276518,0.079581,0.005156,0.150913,0.116093,0.018121,0.156945,0.113329,0.050095,0.539406,0.483927,0.368635,0.496071,0.057747,0.094577,,,,
0.625000,0.312500,0.062500,0.348510,0.079581,0.005156,0.182154,0.131404,0.019400,0.186625,0.128587,0.056454,0.571465,0.504737,0.383616,0.519273,0.077369,0.099578,,,,
0.687500,0.312500,0.062500,0.430393,0.079581,0.005156,0.217687,0.148818,0.020854,0.220383,0.145941,0.063686,0.604031,0.526493,0.399345,0.543328,0.096033,0.104728,,,,
0.750000,0.312500,0.062500,0.522522,0.079581,0.005156,0.257666,0.168411,0.022490,0.258365,0.165466,0.071824,0.636909,0.548997,0.415677,0.568040,0.113769,0.109984,,,,
0.812500,0.312500,0.062500,0.625232,0.079581,0.005156,0.302237,0.190255,0.024313,0.300709,0.187235,0.080896,0.669960,0.572087,0.432490,0.593252,0.130639,0.115314,,,,
0.875000,0.312500,0.062500,0.738845,0.079581,0.005156,0.351540,0.214417,0.026331,0.347548,0.211314,0.090932,0.703080,0.595629,0.449681,0.618835,0.146721,0.120693,,,,
0.937500,0.312500,0.062500,0.863669,0.079581,0.005156,0.405707,0.240964,0.028547,0.399010,0.237769,0.101957,0.736198,0.619515,0.467167,0.644690,0.162094,0.126103,,,,
1.000000,0.312500,0.062500,1.000000,0.079581,0.005156,0.464868,0.269958,0.030968,0.455215,0.266663,0.113999,0.769258,0.643656,0.484880,0.670735,0.176836,0.131529,,,,
0.000000,0.375000,0.062500,0.000000,0.116016,0.005156,0.044625,0.083341,0.017200,0.062484,0.079524,0.035936,0.396817,0.430032,0.329995,0.423449,-0.110797,0.079952,,,,
0.062500,0.375000,0.062500,0.005156,0.116016,0.005156,0.046862,0.084438,0.017291,0.064610,0.080617,0.036391,0.401267,0.431992,0.331384,0.425936,-0.106133,0.080480,,,,
0.125000,0.375000,0.062500,0.014350,0.116016,0.005156,0.050852,0.086393,0.017455,0.068400,0.082566,0.037203,0.408965,0.435445,0.333831,0.430286,-0.098189,0.081402,,,,
0.187500,0.375000,0.062500,0.029343,0.116016,0.005156,0.057358,0.089582,0.017721,0.074582,0.085743,0.038527,0.420931,0.440961,0.337746,0.437166,-0.086155,0.082863,,,,
0.250000,0.375000,0.062500,0.050876,0.116016,0.005156,0.066703,0.094161,0.018103,0.083459,0.090307,0.040429,0.437010,0.448650,0.343215,0.446630,-0.070560,0.084874,,,,
0.312500,0.375000,0.062500,0.079581,0.116016,0.005156,0.079160,0.100266,0.018613,0.095293,0.096391,0.042965,0.456760,0.458506,0.350244,0.458580,-0.052267,0.087414,,,,
0.375000,0.375000,0.062500,0.116016,0.116016,0.005156,0.094970,0.108015,0.019260,0.110314,0.104113,0.046183,0.479598,0.470437,0.358780,0.472819,-0.032224,0.090441,,,,
0.437500,0.375000,0.062500,0.160683,0.116016,0.005156,0.114353,0.117514,0.020053,0.128729,0.113579,0.050128,0.504923,0.484284,0.368718,0.489098,-0.011283,0.093896,,,,
0.500000,0.375000,0.062500,0.214041,0.116016,0.005156,0.137508,0.128862,0.021000,0.150727,0.124888,0.054842,0.532187,0.499851,0.379930,0.507144,0.009887,0.097718,,,,
0.562500,0.375000,0.062500,0.276518,0.116016,0.005156,0.164620,0.142149,0.022110,0.176484,0.138129,0.060360,0.560922,0.516926,0.392268,0.526692,0.030812,0.101848,,,,
0.625000,0.375000,0.062500,0.348510,0.116016,0.005156,0.195861,0.157460,0.023388,0.206165,0.153387,0.066719,0.590751,0.535299,0.405587,0.547497,0.051194,0.106229,,,,
0.687500,0.375000,0.062500,0.430393,0.116016,0.005156,0.231394,0.174874,0.024842,0.239923,0.170742,0.073952,0.621380,0.554770,0.419743,0.569337,0.070865,0.110812,,,,
0.750000,0.375000,0.062500,0.522522,0.116016,0.005156,0.271373,0.194467,0.026478,0.277904,0.190267,0.082089,0.652577,0.575159,0.434606,0.592023,0.089751,0.115557,,,,
0.812500,0.375000,0.062500,0.625232,0.116016,0.005156,0.315944,0.216311,0.028302,0.320249,0.212035,0.091162,0.684168,0.596306,0.450060,0.615391,0.107840,0.120427,,,,
0.875000,0.375000,0.062500,0.738845,0.116016,0.005156,0.365247,0.240474,0.030319,0.367088,0.236114,0.101197,0.716017,0.618075,0.466004,0.639305,0.125153,0.125395,,,,
0.937500,0.375000,0.062500,0.863669,0.116016,0.005156,0.419414,0.267020,0.032536,0.418549,0.262570,0.112223,0.748024,0.640346,0.482348,0.663649,0.141736,0.130436,,,,
1.000000,0.375000,0.062500,1.000000,0.116016,0.005156,0.478575,0.296014,0.034956,0.474755,0.291463,0.124265,0.780111,0.663022,0.499018,0.688330,0.157642,0.135532,,,,
0.000000,0.437500,0.062500,0.000000,0.160683,0.005156,0.061429,0.115285,0.022089,0.086439,0.109929,0.048520,0.442150,0.479038,0.364733,0.471741,-0.124496,0.091388,,,,
0.062500,0.437500,0.062500,0.005156,0.160683,0.005156,0.063666,0.116381,0.022181,0.088565,0.111021,0.048976,0.445745,0.480620,0.365870,0.473748,-0.120716,0.091799,,,,
0.125000,0.437500,0.062500,0.014350,0.160683,0.005156,0.067656,0.118336,0.022344,0.092355,0.112970,0.049788,0.452016,0.483416,0.367882,0.477278,-0.114196,0.092523,,,,
0.187500,0.437500,0.062500,0.029343,0.160683,0.005156,0.074162,0.121525,0.022610,0.098536,0.116147,0.051112,0.461883,0.487906,0.371115,0.482906,-0.104129,0.093678,,,,
0.250000,0.437500,0.062500,0.050876,0.160683,0.005156,0.083507,0.126105,0.022993,0.107414,0.120711,0.053014,0.475357,0.494215,0.375662,0.490729,-0.090750,0.095287,,,,
0.312500,0.437500,0.062500,0.079581,0.160683,0.005156,0.095964,0.132209,0.023502,0.119248,0.126795,0.055550,0.492210,0.502382,0.381558,0.500733,-0.074594,0.097347,,,,
0.375000,0.437500,0.062500,0.116016,0.160683,0.005156,0.111774,0.139958,0.024149,0.134269,0.134517,0.058768,0.512065,0.512380,0.388789,0.512817,-0.056347,0.099838,,,,
0.437500,0.437500,0.062500,0.160683,0.160683,0.005156,0.131157,0.149458,0.024943,0.152684,0.143983,0.062713,0.534479,0.524128,0.397301,0.526823,-0.036709,0.102729,,,,
0.500000,0.437500,0.062500,0.214041,0.160683,0.005156,0.154312,0.160805,0.025890,0.174682,0.155292,0.067427,0.559005,0.537506,0.407015,0.542562,-0.016312,0.105978,,,,
0.562500,0.437500,0.062500,0.276518,0.160683,0.005156,0.181424,0.174092,0.026999,0.200439,0.168533,0.072945,0.585231,0.552368,0.417829,0.559832,0.004339,0.109544,,,,
0.625000,0.437500,0.062500,0.348510,0.160683,0.005156,0.212665,0.189403,0.028278,0.230119,0.183791,0.079304,0.612799,0.568558,0.429634,0.578434,0.024864,0.113382,,,,
0.687500,0.437500,0.062500,0.430393,0.160683,0.005156,0.248198,0.206818,0.029732,0.263877,0.201146,0.086537,0.641408,0.585918,0.442317,0.598180,0.045005,0.117452,,,,
0.750000,0.437500,0.062500,0.522522,0.160683,0.005156,0.288177,0.226411,0.031368,0.301859,0.220671,0.094674,0.670813,0.604294,0.455768,0.618897,0.064599,0.121717,,,,
