R,G,B,R',G',B',X,Y,Z,L',M',S',L,M,S,L,a,b
0.625000,0.750000,0.562500,0.348510,0.522522,0.276518,0.400308,0.467759,0.304726,0.436553,0.459628,0.355134,0.758599,0.771736,0.708159,0.769230,-0.054633,0.051073
0.687500,0.750000,0.562500,0.430393,0.522522,0.276518,0.435841,0.485173,0.306179,0.470355,0.477063,0.362782,0.777694,0.781374,0.713206,0.780877,-0.037994,0.055030
0.750000,0.750000,0.562500,0.522522,0.522522,0.276518,0.475820,0.504766,0.307815,0.508387,0.496680,0.371387,0.798114,0.791940,0.718801,0.793537,-0.020744,0.059305
0.812500,0.750000,0.562500,0.625232,0.522522,0.276518,0.520391,0.526610,0.309639,0.550787,0.518550,0.380980,0.819712,0.803397,0.724938,0.807150,-0.003082,0.063871
0.875000,0.750000,0.562500,0.738845,0.522522,0.276518,0.569694,0.550772,0.311657,0.597687,0.542741,0.391591,0.842348,0.815701,0.731607,0.821651,0.014815,0.068695
0.937500,0.750000,0.562500,0.863669,0.522522,0.276518,0.623861,0.577319,0.313873,0.649216,0.569319,0.403250,0.865891,0.828804,0.738796,0.836976,0.032800,0.073748
1.000000,0.750000,0.562500,1.000000,0.522522,0.276518,0.683022,0.606313,0.316294,0.705495,0.598348,0.415983,0.890221,0.842658,0.746492,0.853059,0.050749,0.078999
0.000000,0.812500,0.562500,0.000000,0.625232,0.276518,0.287712,0.467093,0.309781,0.347094,0.455472,0.352599,0.702774,0.769403,0.706470,0.755637,-0.160150,0.049166
0.062500,0.812500,0.562500,0.005156,0.625232,0.276518,0.289950,0.468190,0.309872,0.349222,0.456570,0.353081,0.704207,0.770021,0.706792,0.756428,-0.158670,0.049427
0.125000,0.812500,0.562500,0.014350,0.625232,0.276518,0.293940,0.470145,0.310035,0.353017,0.458528,0.353940,0.706749,0.771120,0.707364,0.757832,-0.156053,0.049890
0.187500,0.812500,0.562500,0.029343,0.625232,0.276518,0.300446,0.473334,0.310302,0.359207,0.461720,0.355340,0.710856,0.772905,0.708296,0.760110,-0.151847,0.050641
0.250000,0.812500,0.562500,0.050876,0.625232,0.276518,0.309790,0.477913,0.310684,0.368096,0.466305,0.357351,0.716672,0.775455,0.709630,0.763352,-0.145934,0.051709
0.312500,0.812500,0.562500,0.079581,0.625232,0.276518,0.322247,0.484018,0.311194,0.379946,0.472417,0.360032,0.724281,0.778829,0.711400,0.767623,-0.138278,0.053115
0.375000,0.812500,0.562500,0.116016,0.625232,0.276518,0.338058,0.491767,0.311841,0.394986,0.480175,0.363435,0.733715,0.783069,0.713634,0.772965,-0.128909,0.054872
0.437500,0.812500,0.562500,0.160683,0.625232,0.276518,0.357441,0.501266,0.312634,0.413425,0.489686,0.367607,0.744959,0.788205,0.716354,0.779396,-0.117916,0.056984
0.500000,0.812500,0.562500,0.214041,0.625232,0.276518,0.380596,0.512614,0.313581,0.435452,0.501047,0.372591,0.757961,0.794254,0.719577,0.786920,-0.105438,0.059449
0.562500,0.812500,0.562500,0.276518,0.625232,0.276518,0.407707,0.525901,0.314691,0.461243,0.514350,0.378426,0.772639,0.801222,0.723314,0.795524,-0.091643,0.062262
0.625000,0.812500,0.562500,0.348510,0.625232,0.276518,0.438948,0.541212,0.315969,0.490962,0.529679,0.385150,0.788889,0.809104,0.727573,0.805182,-0.076722,0.065408
0.687500,0.812500,0.562500,0.430393,0.625232,0.276518,0.474482,0.558626,0.317423,0.524764,0.547114,0.392798,0.806594,0.817886,0.732357,0.815858,-0.060875,0.068872
0.750000,0.812500,0.562500,0.522522,0.625232,0.276518,0.514461,0.578219,0.319059,0.562796,0.566731,0.401403,0.825626,0.827546,0.737667,0.827508,-0.044297,0.072634
0.812500,0.812500,0.562500,0.625232,0.625232,0.276518,0.559032,0.600063,0.320883,0.605196,0.588601,0.410996,0.845860,0.838057,0.743497,0.840084,-0.027174,0.076671
0.875000,0.812500,0.562500,0.738845,0.625232,0.276518,0.608334,0.624226,0.322900,0.652096,0.612792,0.421607,0.867169,0.849385,0.749841,0.853533,-0.009675,0.080959
0.937500,0.812500,0.562500,0.863669,0.625232,0.276518,0.662502,0.650772,0.325116,0.703625,0.639370,0.433266,0.889434,0.861491,0.756690,0.867799,0.008048,0.085474
1.000000,0.812500,0.562500,1.000000,0.625232,0.276518,0.721662,0.679766,0.327537,0.759904,0.668399,0.445999,0.912542,0.874336,0.764032,0.882826,0.025868,0.090191
0.000000,0.875000,0.562500,0.000000,0.738845,0.276518,0.330455,0.548344,0.322218,0.407278,0.532960,0.385802,0.741248,0.810771,0.727983,0.796477,-0.174819,0.065147
0.062500,0.875000,0.562500,0.005156,0.738845,0.276518,0.332692,0.549441,0.322309,0.409407,0.534057,0.386283,0.742537,0.811327,0.728286,0.797188,-0.173484,0.065371
0.125000,0.875000,0.562500,0.014350,0.738845,0.276518,0.336682,0.551396,0.322472,0.413202,0.536015,0.387142,0.744825,0.812317,0.728825,0.798453,-0.171121,0.065770
0.187500,0.875000,0.562500,0.029343,0.738845,0.276518,0.343188,0.554584,0.322739,0.419391,0.539207,0.388542,0.748525,0.813927,0.729703,0.800506,-0.167315,0.066416
0.250000,0.875000,0.562500,0.050876,0.738845,0.276518,0.352532,0.559164,0.323121,0.428280,0.543792,0.390554,0.753777,0.816227,0.730960,0.803431,-0.161948,0.067336
0.312500,0.875000,0.562500,0.079581,0.738845,0.276518,0.364989,0.565269,0.323631,0.440130,0.549905,0.393235,0.760666,0.819274,0.732629,0.807292,-0.154969,0.068550
0.375000,0.875000,0.562500,0.116016,0.738845,0.276518,0.380800,0.573018,0.324278,0.455171,0.557663,0.396638,0.769233,0.823109,0.734736,0.812130,-0.146385,0.070069
0.437500,0.875000,0.562500,0.160683,0.738845,0.276518,0.400183,0.582517,0.325071,0.473610,0.567173,0.400809,0.779483,0.827762,0.737303,0.817970,-0.136254,0.071901
0.500000,0.875000,0.562500,0.214041,0.738845,0.276518,0.423338,0.593865,0.326018,0.495637,0.578535,0.405793,0.791385,0.833252,0.740346,0.824819,-0.124676,0.074046
0.562500,0.875000,0.562500,0.276518,0.738845,0.276518,0.450450,0.607152,0.327128,0.521427,0.591838,0.411628,0.804880,0.839590,0.743878,0.832675,-0.111784,0.076501
0.625000,0.875000,0.562500,0.348510,0.738845,0.276518,0.481691,0.622463,0.328406,0.551147,0.607167,0.418353,0.819890,0.846778,0.747907,0.841522,-0.097733,0.079258
0.687500,0.875000,0.562500,0.430393,0.738845,0.276518,0.517224,0.639877,0.329860,0.584949,0.624602,0.426000,0.836320,0.854806,0.752437,0.851333,-0.082692,0.082305
0.750000,0.875000,0.562500,0.522522,0.738845,0.276518,0.557203,0.659470,0.331496,0.622980,0.644218,0.434605,0.854066,0.863663,0.757469,0.862076,-0.066833,0.085628
0.812500,0.875000,0.562500,0.625232,0.738845,0.276518,0.601774,0.681314,0.333320,0.665380,0.666088,0.444198,0.873018,0.873328,0.763002,0.873712,-0.050324,0.089210
0.875000,0.875000,0.562500,0.738845,0.738845,0.276518,0.651076,0.705476,0.335337,0.712281,0.690279,0.454810,0.893066,0.883775,0.769030,0.886198,-0.033325,0.093032
0.937500,0.875000,0.562500,0.863669,0.738845,0.276518,0.705244,0.732023,0.337553,0.763810,0.716858,0.466468,0.914103,0.894975,0.775546,0.899487,-0.015980,0.097075
1.000000,0.875000,0.562500,1.000000,0.738845,0.276518,0.764405,0.761017,0.339974,0.820088,0.745886,0.479201,0.936024,0.906896,0.782539,0.913533,0.001580,0.101319
0.000000,0.937500,0.562500,0.000000,0.863669,0.276518,0.377415,0.637612,0.335882,0.473402,0.618093,0.422281,0.779369,0.851827,0.750240,0.836992,-0.189095,0.080274
0.062500,0.937500,0.562500,0.005156,0.863669,0.276518,0.379652,0.638709,0.335973,0.475530,0.619191,0.422762,0.780535,0.852331,0.750525,0.837636,-0.187884,0.080468
0.125000,0.937500,0.562500,0.014350,0.863669,0.276518,0.383642,0.640664,0.336137,0.479325,0.621149,0.423621,0.782607,0.853228,0.751033,0.838782,-0.185738,0.080813
0.187500,0.937500,0.562500,0.029343,0.863669,0.276518,0.390148,0.643853,0.336403,0.485515,0.624341,0.425021,0.785961,0.854687,0.751860,0.840642,-0.182275,0.081374
0.250000,0.937500,0.562500,0.050876,0.863669,0.276518,0.399493,0.648432,0.336785,0.494404,0.628926,0.427032,0.790728,0.856775,0.753044,0.843297,-0.177380,0.082174
0.312500,0.937500,0.562500,0.079581,0.863669,0.276518,0.411949,0.654537,0.337295,0.506254,0.635038,0.429713,0.796996,0.859541,0.754617,0.846805,-0.170993,0.083230
0.375000,0.937500,0.562500,0.116016,0.863669,0.276518,0.427760,0.662286,0.337942,0.521294,0.642796,0.433116,0.804812,0.863027,0.756603,0.851209,-0.163104,0.084554
0.437500,0.937500,0.562500,0.160683,0.863669,0.276518,0.447143,0.671785,0.338735,0.539733,0.652307,0.437288,0.814191,0.867263,0.759025,0.856534,-0.153747,0.086155
0.500000,0.937500,0.562500,0.214041,0.863669,0.276518,0.470298,0.683133,0.339683,0.561760,0.663668,0.442272,0.825120,0.872269,0.761897,0.862796,-0.142994,0.088033
0.562500,0.937500,0.562500,0.276518,0.863669,0.276518,0.497410,0.696420,0.340792,0.587551,0.676971,0.448107,0.837559,0.878058,0.765233,0.869994,-0.130947,0.090190
0.625000,0.937500,0.562500,0.348510,0.863669,0.276518,0.528651,0.711731,0.342070,0.617270,0.692300,0.454831,0.851449,0.884636,0.769042,0.878123,-0.117732,0.092619
0.687500,0.937500,0.562500,0.430393,0.863669,0.276518,0.564184,0.729145,0.343524,0.651073,0.709735,0.462479,0.866715,0.892001,0.773329,0.887163,-0.103489,0.095313
0.750000,0.937500,0.562500,0.522522,0.863669,0.276518,0.604163,0.748739,0.345160,0.689104,0.729352,0.471084,0.883273,0.900145,0.778095,0.897091,-0.088367,0.098262
0.812500,0.937500,0.562500,0.625232,0.863669,0.276518,0.648734,0.770582,0.346984,0.731504,0.751222,0.480677,0.901029,0.909053,0.783341,0.907877,-0.072517,0.101452
0.875000,0.937500,0.562500,0.738845,0.863669,0.276518,0.698037,0.794745,0.349001,0.778404,0.775413,0.491288,0.919888,0.918708,0.789064,0.919485,-0.056083,0.104871
0.937500,0.937500,0.562500,0.863669,0.863669,0.276518,0.752204,0.821291,0.351218,0.829933,0.801991,0.502947,0.939754,0.929087,0.795257,0.931877,-0.039204,0.108502
1.000000,0.937500,0.562500,1.000000,0.863669,0.276518,0.811365,0.850285,0.353638,0.886212,0.831020,0.515680,0.960534,0.940164,0.801912,0.945014,-0.022005,0.112329
0.000000,1.000000,0.562500,0.000000,1.000000,0.276518,0.428704,0.735110,0.350806,0.545621,0.711075,0.462122,0.817141,0.892562,0.773129,0.877176,-0.202998,0.094629
0.062500,1.000000,0.562500,0.005156,1.000000,0.276518,0.430941,0.736206,0.350897,0.547749,0.712173,0.462604,0.818202,0.893021,0.773398,0.877762,-0.201894,0.094798
0.125000,1.000000,0.562500,0.014350,1.000000,0.276518,0.434931,0.738162,0.351061,0.551545,0.714130,0.463462,0.820087,0.893839,0.773876,0.878806,-0.199934,0.095100
0.187500,1.000000,0.562500,0.029343,1.000000,0.276518,0.441437,0.741350,0.351327,0.557734,0.717323,0.464863,0.823144,0.895169,0.774655,0.880501,-0.196768,0.095591
0.250000,1.000000,0.562500,0.050876,1.000000,0.276518,0.450782,0.745930,0.351709,0.566623,0.721908,0.466874,0.827494,0.897072,0.775770,0.882923,-0.192283,0.096291
0.312500,1.000000,0.562500,0.079581,1.000000,0.276518,0.463238,0.752035,0.352219,0.578473,0.728020,0.469555,0.833222,0.899596,0.777252,0.886126,-0.186415,0.097217
0.375000,1.000000,0.562500,0.116016,1.000000,0.276518,0.479049,0.759783,0.352866,0.593513,0.735778,0.472958,0.840382,0.902781,0.779126,0.890152,-0.179142,0.098380
0.437500,1.000000,0.562500,0.160683,1.000000,0.276518,0.498432,0.769283,0.353659,0.611952,0.745288,0.477130,0.848996,0.906654,0.781410,0.895029,-0.170480,0.099788
0.500000,1.000000,0.562500,0.214041,1.000000,0.276518,0.521587,0.780631,0.354606,0.633979,0.756650,0.482113,0.859063,0.911238,0.784121,0.900775,-0.160479,0.101445
0.562500,1.000000,0.562500,0.276518,1.000000,0.276518,0.548699,0.793918,0.355716,0.659770,0.769953,0.487949,0.870558,0.916547,0.787272,0.907395,-0.149217,0.103350
0.625000,1.000000,0.562500,0.348510,1.000000,0.276518,0.579940,0.809228,0.356994,0.689489,0.785282,0.494673,0.883438,0.922590,0.790872,0.914886,-0.136794,0.105503
0.687500,1.000000,0.562500,0.430393,1.000000,0.276518,0.615473,0.826643,0.358448,0.723292,0.802717,0.502321,0.897645,0.929368,0.794927,0.923239,-0.123326,0.107897
0.750000,1.000000,0.562500,0.522522,1.000000,0.276518,0.655452,0.846236,0.360084,0.761323,0.822334,0.510925,0.913110,0.936877,0.799440,0.932435,-0.108940,0.110527
0.812500,1.000000,0.562500,0.625232,1.000000,0.276518,0.700023,0.868080,0.361908,0.803723,0.844203,0.520518,0.929755,0.945110,0.804412,0.942451,-0.093769,0.113381
0.875000,1.000000,0.562500,0.738845,1.000000,0.276518,0.749326,0.892242,0.363925,0.850623,0.868394,0.531130,0.947500,0.954053,0.809842,0.953261,-0.077942,0.116450
0.937500,1.000000,0.562500,0.863669,1.000000,0.276518,0.803493,0.918789,0.366142,0.902152,0.894973,0.542788,0.966258,0.963688,0.815725,0.964832,-0.061588,0.119721
1.000000,1.000000,0.562500,1.000000,1.000000,0.276518,0.862654,0.947783,0.368562,0.958431,0.924001,0.555522,0.985947,0.973997,0.822054,0.977131,-0.044827,0.123182
0.000000,0.000000,0.625000,0.000000,0.000000,0.348510,0.066161,0.025154,0.304171,0.020024,0.036609,0.214111,0.271552,0.332046,0.598245,0.318230,0.000291,-0.216836
0.062500,0.000000,0.625000,0.005156,0.000000,0.348510,0.068399,0.026250,0.304263,0.022153,0.037707,0.214592,0.280850,0.335332,0.598694,0.322794,0.010905,-0.214386
0.125000,0.000000,0.625000,0.014350,0.000000,0.348510,0.072388,0.028206,0.304426,0.025948,0.039665,0.215451,0.296052,0.341038,0.599491,0.330518,0.027477,-0.210170
0.187500,0.000000,0.625000,0.029343,0.000000,0.348510,0.078895,0.031394,0.304692,0.032137,0.042857,0.216851,0.317934,0.349952,0.600787,0.342192,0.049693,-0.203674
0.250000,0.000000,0.625000,0.050876,0.000000,0.348510,0.088239,0.035974,0.305075,0.041026,0.047442,0.218862,0.344896,0.362011,0.602639,0.357429,0.074571,-0.195033
0.312500,0.000000,0.625000,0.079581,0.000000,0.348510,0.100696,0.042079,0.305584,0.052876,0.053554,0.221543,0.375336,0.376934,0.605090,0.375669,0.099645,-0.184545
0.375000,0.000000,0.625000,0.116016,0.000000,0.348510,0.116506,0.049827,0.306231,0.067917,0.061312,0.224946,0.407999,0.394321,0.608172,0.396328,0.123417,-0.172582
0.437500,0.000000,0.625000,0.160683,0.000000,0.348510,0.135890,0.059327,0.307024,0.086356,0.070823,0.229118,0.442008,0.413738,0.611909,0.418880,0.145214,-0.159524
0.500000,0.000000,0.625000,0.214041,0.000000,0.348510,0.159044,0.070674,0.307972,0.108383,0.082185,0.234102,0.476782,0.434774,0.616314,0.442875,0.164893,-0.145719
0.562500,0.000000,0.625000,0.276518,0.000000,0.348510,0.186156,0.083962,0.309081,0.134174,0.095487,0.239937,0.511944,0.457069,0.621392,0.467949,0.182585,-0.131463
0.625000,0.000000,0.625000,0.348510,0.000000,0.348510,0.217397,0.099272,0.310359,0.163893,0.110817,0.246661,0.547251,0.480325,0.627144,0.493812,0.198536,-0.116995
0.687500,0.000000,0.625000,0.430393,0.000000,0.348510,0.252930,0.116687,0.311813,0.197695,0.128252,0.254309,0.582548,0.504298,0.633559,0.520240,0.213022,-0.102503
0.750000,0.000000,0.625000,0.522522,0.000000,0.348510,0.292909,0.136280,0.313449,0.235727,0.147868,0.262914,0.617736,0.528800,0.640626,0.547062,0.226303,-0.088127
0.812500,0.000000,0.625000,0.625232,0.000000,0.348510,0.337480,0.158124,0.315273,0.278126,0.169738,0.272507,0.652751,0.553681,0.648325,0.574145,0.238606,-0.073970
0.875000,0.000000,0.625000,0.738845,0.000000,0.348510,0.386783,0.182286,0.317291,0.325027,0.193929,0.283118,0.687553,0.578826,0.656633,0.601391,0.250123,-0.060104
0.937500,0.000000,0.625000,0.863669,0.000000,0.348510,0.440950,0.208833,0.319507,0.376556,0.220508,0.294777,0.722121,0.604145,0.665525,0.628724,0.261013,-0.046581
1.000000,0.000000,0.625000,1.000000,0.000000,0.348510,0.500111,0.237827,0.321928,0.432835,0.249536,0.307510,0.756439,0.629571,0.674973,0.656086,0.271404,-0.033430
0.000000,0.062500,0.625000,0.000000,0.005156,0.348510,0.068101,0.028841,0.304736,0.022755,0.040126,0.215617,0.283375,0.342353,0.599645,0.328893,-0.000724,-0.209594
0.062500,0.062500,0.625000,0.005156,0.005156,0.348510,0.070338,0.029937,0.304827,0.024884,0.041224,0.216099,0.291948,0.345447,0.600092,0.333151,0.008919,-0.207310
0.125000,0.062500,0.625000,0.014350,0.005156,0.348510,0.074328,0.031893,0.304990,0.028679,0.043181,0.216958,0.306095,0.350831,0.600885,0.340398,0.024184,-0.203372
0.187500,0.062500,0.625000,0.029343,0.005156,0.348510,0.080834,0.035081,0.305257,0.034868,0.046374,0.218358,0.326696,0.359272,0.602175,0.351427,0.045015,-0.197274
0.250000,0.062500,0.625000,0.050876,0.005156,0.348510,0.090179,0.039661,0.305639,0.043758,0.050959,0.220369,0.352385,0.370743,0.604018,0.365929,0.068802,-0.189120
0.312500,0.062500,0.625000,0.079581,0.005156,0.348510,0.102635,0.045766,0.306149,0.055607,0.057071,0.223050,0.381690,0.385009,0.606458,0.383409,0.093218,-0.179166
0.375000,0.062500,0.625000,0.116016,0.005156,0.348510,0.118446,0.053514,0.306796,0.070648,0.064829,0.226453,0.413396,0.401719,0.609527,0.403330,0.116735,-0.167747
0.437500,0.062500,0.625000,0.160683,0.005156,0.348510,0.137829,0.063014,0.307589,0.089087,0.074339,0.230625,0.446620,0.420474,0.613247,0.425192,0.138577,-0.155213
0.500000,0.062500,0.625000,0.214041,0.005156,0.348510,0.160984,0.074362,0.308536,0.111114,0.085701,0.235609,0.480754,0.440888,0.617633,0.448558,0.158494,-0.141897
0.562500,0.062500,0.625000,0.276518,0.005156,0.348510,0.188096,0.087649,0.309646,0.136905,0.099004,0.241444,0.515394,0.462612,0.622690,0.473069,0.176533,-0.128084
0.625000,0.062500,0.625000,0.348510,0.005156,0.348510,0.219337,0.102959,0.310924,0.166624,0.114333,0.248168,0.550274,0.485352,0.628418,0.498433,0.192880,-0.114012
0.687500,0.062500,0.625000,0.430393,0.005156,0.348510,0.254870,0.120374,0.312378,0.200426,0.131768,0.255816,0.585219,0.508866,0.634808,0.524422,0.207775,-0.099869
0.750000,0.062500,0.625000,0.522522,0.005156,0.348510,0.294849,0.139967,0.314014,0.238458,0.151385,0.264421,0.620112,0.532959,0.641847,0.550857,0.221454,-0.085798
0.812500,0.062500,0.625000,0.625232,0.005156,0.348510,0.339420,0.161811,0.315838,0.280857,0.173254,0.274014,0.654880,0.557478,0.649517,0.577602,0.234133,-0.071907
0.875000,0.062500,0.625000,0.738845,0.005156,0.348510,0.388723,0.185973,0.317855,0.327758,0.197445,0.284625,0.689474,0.582303,0.657796,0.604550,0.246000,-0.058273
0.937500,0.062500,0.625000,0.863669,0.005156,0.348510,0.442890,0.212520,0.320071,0.379287,0.224024,0.296284,0.723862,0.607339,0.666657,0.631621,0.257210,-0.044950
1.000000,0.062500,0.625000,1.000000,0.005156,0.348510,0.502051,0.241514,0.322492,0.435566,0.253052,0.309017,0.758027,0.632514,0.676074,0.658751,0.267892,-0.031974
0.000000,0.125000,0.625000,0.000000,0.014350,0.348510,0.071560,0.035416,0.305742,0.027626,0.046396,0.218304,0.302300,0.359331,0.602126,0.346340,-0.003405,-0.197820
0.062500,0.125000,0.625000,0.005156,0.014350,0.348510,0.073797,0.036513,0.305834,0.029754,0.047494,0.218786,0.309872,0.362143,0.602568,0.350164,0.004942,-0.195780
0.125000,0.125000,0.625000,0.014350,0.014350,0.348510,0.077787,0.038468,0.305997,0.033550,0.049452,0.219644,0.322525,0.367052,0.603356,0.356719,0.018401,-0.192246
0.187500,0.125000,0.625000,0.029343,0.014350,0.348510,0.084293,0.041656,0.306263,0.039739,0.052644,0.221045,0.341250,0.374786,0.604635,0.366793,0.037232,-0.186742
0.250000,0.125000,0.625000,0.050876,0.014350,0.348510,0.093638,0.046236,0.306645,0.048628,0.057229,0.223056,0.365002,0.385366,0.606463,0.380180,0.059347,-0.179324
0.312500,0.125000,0.625000,0.079581,0.014350,0.348510,0.106094,0.052341,0.307155,0.060478,0.063341,0.225737,0.392523,0.398623,0.608884,0.396483,0.082676,-0.170190
0.375000,0.125000,0.625000,0.116016,0.014350,0.348510,0.121905,0.060090,0.307802,0.075519,0.071099,0.229140,0.422686,0.414275,0.611928,0.415240,0.105698,-0.159619
0.437500,0.125000,0.625000,0.160683,0.014350,0.348510,0.141288,0.069589,0.308595,0.093957,0.080610,0.233312,0.454615,0.431979,0.615619,0.435995,0.127520,-0.147919
0.500000,0.125000,0.625000,0.214041,0.014350,0.348510,0.164443,0.080937,0.309543,0.115984,0.091972,0.238296,0.487678,0.451389,0.619972,0.458340,0.147741,-0.135389
0.562500,0.125000,0.625000,0.276518,0.014350,0.348510,0.191555,0.094224,0.310652,0.141775,0.105274,0.244131,0.521435,0.472180,0.624992,0.481924,0.166282,-0.122299
0.625000,0.125000,0.625000,0.348510,0.014350,0.348510,0.222796,0.109535,0.311930,0.171494,0.120604,0.250855,0.555584,0.494068,0.630678,0.506458,0.183235,-0.108880
0.687500,0.125000,0.625000,0.430393,0.014350,0.348510,0.258329,0.126949,0.313384,0.205297,0.138039,0.258503,0.589921,0.516813,0.637023,0.531710,0.198773,-0.095317
0.750000,0.125000,0.625000,0.522522,0.014350,0.348510,0.298308,0.146542,0.315020,0.243328,0.157655,0.267108,0.624306,0.540218,0.644014,0.557492,0.213094,-0.081759
0.812500,0.125000,0.625000,0.625232,0.014350,0.348510,0.342879,0.168386,0.316844,0.285728,0.179525,0.276701,0.658644,0.564124,0.651633,0.583660,0.226391,-0.068318
0.875000,0.125000,0.625000,0.738845,0.014350,0.348510,0.392181,0.192548,0.318861,0.332629,0.203716,0.287312,0.692872,0.588403,0.659859,0.610098,0.238837,-0.055078
